problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,clustering_algo,num_partitions,size_of_largest_partition,partition_runtime,num_paths,edge_disjoint,dist_metric,iteration,total_flow,runtime,r1_runtime,r2_runtime,recon_runtime,r3_runtime,kirchoffs_runtime
Colt.graphml,153,354,119047207,uniform,64.0,23256,48311.87890625,ncflow_edge_per_iter,fm_partitioning,36,11,0.005294,4,True,inv-cap,0,20855.69962739502,0.031188488006591797,0.009086847305297852,0.004194974899291992,0.0023276805877685547,0.0039789676666259766,0.011600017547607422
Colt.graphml,153,354,119047207,uniform,64.0,23256,48311.87890625,ncflow_edge_per_iter,fm_partitioning,36,11,0.005294,4,True,inv-cap,1,848.7041583307471,0.1908562183380127,0.008764028549194336,0.0013179779052734375,0.0019462108612060547,0.003899812698364258,0.1749281883239746
Colt.graphml,153,354,1005621479,uniform,8.0,23256,6040.21875,ncflow_edge_per_iter,fm_partitioning,36,11,0.005732,4,True,inv-cap,0,6008.519418622525,0.15707063674926758,0.00575709342956543,0.009660005569458008,0.0028705596923828125,0.003840923309326172,0.13494205474853516
Colt.graphml,153,354,1013174289,uniform,8.0,23256,6040.9453125,ncflow_edge_per_iter,fm_partitioning,36,11,0.005882,4,True,inv-cap,0,6018.894816655593,0.04015088081359863,0.002526998519897461,0.009668111801147461,0.0024979114532470703,0.0038728713989257812,0.02158498764038086
Colt.graphml,153,354,1408971662,uniform,2.0,23256,1506.55029296875,ncflow_edge_per_iter,fm_partitioning,36,11,0.004771,4,True,inv-cap,0,1506.550275160571,0.04413414001464844,0.002145051956176758,0.010020971298217773,0.002475261688232422,0.003754854202270508,0.025738000869750977
Colt.graphml,153,354,1892574713,uniform,2.0,23256,1513.329345703125,ncflow_edge_per_iter,fm_partitioning,36,11,0.005243,4,True,inv-cap,0,1513.3293828886344,0.13830828666687012,0.0020329952239990234,0.009532928466796875,0.0025751590728759766,0.0038940906524658203,0.12027311325073242
Colt.graphml,153,354,1754978910,uniform,1.0,23256,757.6119384765625,ncflow_edge_per_iter,fm_partitioning,36,11,0.005181,4,True,inv-cap,0,757.6119254109162,0.8171672821044922,0.002092123031616211,0.009377002716064453,0.0030059814453125,0.004554033279418945,0.7981381416320801
Colt.graphml,153,354,1927510437,uniform,1.0,23256,750.1322021484375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005162,4,True,inv-cap,0,750.1321347859575,0.040618896484375,0.005201101303100586,0.009172916412353516,0.0027108192443847656,0.0037889480590820312,0.0197451114654541
Colt.graphml,153,354,1152615550,uniform,128.0,23256,96129.5625,ncflow_edge_per_iter,fm_partitioning,36,11,0.005147,4,True,inv-cap,0,30029.576851084363,0.14123272895812988,0.012681007385253906,0.004481077194213867,0.0021479129791259766,0.0038368701934814453,0.11808586120605469
Colt.graphml,153,354,1152615550,uniform,128.0,23256,96129.5625,ncflow_edge_per_iter,fm_partitioning,36,11,0.005147,4,True,inv-cap,1,733.5753208715095,0.019524335861206055,0.010961055755615234,0.0010976791381835938,0.001836538314819336,0.003905773162841797,0.0017232894897460938
Colt.graphml,153,354,1556898748,uniform,128.0,23256,96205.453125,ncflow_edge_per_iter,fm_partitioning,36,11,0.005703,4,True,inv-cap,0,29547.432820968912,0.10578012466430664,0.020344018936157227,0.003621816635131836,0.0023403167724609375,0.004004001617431641,0.075469970703125
